"",Name,Code,Normal Loan Period,Holdable,Bookable,Home Pickup,Shippable,Ship Time,Time Remaining B4 Renew,First Renewal Period,Additional Renewal Period,Max Number Of Renewals,Max Number Of Auto Renewals,Minimum Use,Eligib To Recall,Time Return Recall,Time To Pickup,Max Number Of Odues,Time First Odue,Time Second Odue,Time Third Odue,Time Fourth Odue,Time Fifth Odue,Time Sixth Odue,Text First Odue,Text Second Odue,Text Third Odue,Text Fourth Odue,Text Fifth Odue,Odue Penalty,Text First OdueR,Text Second OdueR,Text Third OdueR,Text Fourth OdueR,Text Fifth OdueR,Courtesy Notice Text Number,Number Of Days Before Odue,Additional Courtesy Notice,Additional Courtesy Notice Text,Time 1ST Odue Recall,Text Recall Notice,Text Pickup Notice,Text Cancel Pickup,Grace Period For Fines,Number Of D/HR 1st F Per,Amount Of Fine 1st F Per,Number Of D/HR 2nd F Per,Amount Of Fine 2ND F Per,Limit Fine To Price,Default Item Cost,Replace Process Fee,Replace Bll Service Charge,Rental Fee,Fine Incr If Recall,Msg Fines,Msg Bill,Msg Adjustment,Rental Circtext,Penalty Incr If Recall,Editable By
169,msc 24h no fines,J,24,n,n,n,n,0,0,0,0,0,0,24,999,999,0,3,2,22,76,0,0,0,2,2,4,0,0,0,11,11,11,0,0,0,0,0,0,0,0,132,59,0,0,$0.00,0,$0.00,n,$100.00,$0.00,$20.00,$0.00,$0.00,0,4,0,0,0,ALL
170,msc 48h no fines,J,48,n,n,n,n,0,0,0,0,0,0,48,999,999,0,3,2,22,76,0,0,0,2,2,4,0,0,0,11,11,11,0,0,0,0,0,0,0,0,132,59,0,0,$0.00,0,$0.00,n,$100.00,$0.00,$20.00,$0.00,$0.00,0,4,0,0,0,ALL
171,msc 72h no fines,J,72,n,n,n,n,0,0,0,0,0,0,72,999,999,0,3,2,22,72,0,0,0,2,2,4,0,0,0,11,11,11,0,0,0,0,0,0,0,0,132,59,0,0,$0.00,0,$0.00,n,$100.00,$0.00,$20.00,$0.00,$0.00,0,4,0,0,0,ALL
172,msc 72h .50 fine,J,72,n,n,n,n,0,0,0,0,0,0,72,999,999,0,3,2,22,72,0,0,0,1,1,3,0,0,0,10,10,10,0,0,0,0,0,0,0,0,132,59,0,100,$0.50,0,$0.00,n,$100.00,$0.00,$20.00,$0.00,$0.00,0,3,0,0,0,ALL
173,"msc 21d ",R,21,y,n,n,n,0,22,21,21,2,0,21,999,999,8,3,7,14,19,0,0,0,2,2,4,0,0,0,11,11,11,0,0,65,3,0,0,0,0,132,59,0,0,$0.00,0,$0.00,n,$100.00,$0.00,$20.00,$0.00,$0.00,0,4,0,0,0,ALL
174,pvs 1d .05 fines,R,1,y,n,n,n,0,1,1,0,1,0,1,999,999,8,3,3,7,14,0,0,0,1,1,3,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,8,5,40,$0.05,0,$0.00,n,$0.00,$1.00,$0.00,$0.00,$0.00,0,3,0,0,0,ALL
175,pvs 60d no fines,R,60,y,n,n,n,0,60,60,0,1,0,60,999,999,8,3,7,7,14,0,0,0,2,2,4,0,0,0,11,11,11,0,0,0,0,0,0,0,0,6,8,5,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
176,pvs 28d no fines,R,28,y,n,n,n,0,0,0,0,0,0,28,999,999,8,3,7,7,14,0,0,0,2,2,4,0,0,0,11,11,11,0,0,0,0,0,0,0,0,6,8,5,0,$0.00,0,$0.00,n,$0.00,$1.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
177,pvs 14d no fines,R,14,y,n,n,n,0,7,7,0,1,0,14,999,999,8,3,3,7,14,0,0,0,2,2,4,0,0,0,11,11,11,0,0,0,0,0,0,0,0,6,8,5,0,$0.00,0,$0.00,n,$0.00,$1.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
178,pvs 14d .05 fine,R,14,y,n,n,n,0,14,14,14,2,0,14,999,999,8,3,3,7,14,0,0,0,1,1,3,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,8,5,40,$0.05,0,$0.00,n,$0.00,$1.00,$0.00,$0.00,$0.00,0,3,0,0,0,ALL
179,pvs 21d .05 fine,R,21,y,n,n,n,0,21,21,0,1,0,21,999,999,8,3,3,7,14,0,0,0,1,1,3,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,8,5,40,$0.05,0,$0.00,n,$0.00,$1.00,$0.00,$0.00,$0.00,0,3,0,0,0,ALL
180,Not In Use,R,90,y,n,n,n,0,30,30,30,2,0,90,999,999,8,2,0,7,0,0,0,0,2,4,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,6,8,5,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
181,ssc 1d no f,R,1,y,n,n,n,0,1,1,0,1,0,1,999,999,8,3,2,2,2,0,0,0,214,214,214,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,8,0,0,$0.00,0,$0.00,n,$50.00,$0.00,$0.00,$0.00,$0.00,0,214,0,0,0,ALL
182,Not In Use,R,14,y,n,n,n,0,15,14,14,999,0,14,999,999,8,3,7,7,14,0,0,0,1,1,3,0,0,0,11,11,11,0,0,0,0,0,0,0,0,6,8,1,30,$0.10,0,$0.00,n,$25.00,$0.00,$3.00,$0.00,$0.00,0,3,0,0,0,ALL
183,ssc 14d no f 999renw,R,14,y,n,n,n,0,15,14,14,999,0,14,999,999,8,3,7,7,14,0,0,0,214,214,214,0,0,0,11,11,11,0,0,0,0,0,0,0,0,6,8,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,214,0,0,0,ALL
184,ssc 28d no hold,R,28,n,n,n,n,0,0,0,0,0,0,28,999,999,8,3,7,7,14,0,0,0,2,2,4,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
185,ssc 28d no f,R,28,y,n,n,n,0,15,14,14,999,0,28,999,999,8,3,7,7,14,0,0,0,214,214,214,0,0,0,11,11,11,0,0,0,0,0,0,0,0,6,8,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,214,0,0,0,ALL
186,Not In Use,R,90,n,n,n,n,0,90,90,90,999,0,90,999,999,8,1,90,0,0,0,0,0,2,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,2,0,0,0,ALL
187,ssc 180d no f,R,180,n,n,n,n,0,190,180,180,999,0,180,999,999,8,1,30,0,0,0,0,0,214,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,214,0,0,0,ALL
188,ssc 200d no f,R,200,n,n,n,n,0,201,200,200,999,0,200,999,999,8,1,200,0,0,0,0,0,214,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,214,0,0,0,ALL
189,ssc 2d no f,R,2,y,n,n,n,0,1,1,0,1,0,2,999,999,8,3,2,2,2,0,0,0,214,214,214,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$200.00,$0.00,$0.00,$0.00,$0.00,0,214,0,0,0,ALL
190,Not In Use,R,14,n,n,n,n,0,15,14,14,1,0,14,999,999,14,4,5,10,15,1,0,0,1,1,3,3,0,0,10,10,10,10,0,0,0,0,0,0,0,5,8,5,100,$0.10,0,$0.00,n,$0.00,$0.00,$5.00,$0.00,$0.00,0,3,0,0,0,ALL
191,tel 14d .10f no ren,R,14,n,n,n,n,0,15,0,0,0,0,1,999,999,8,4,14,7,14,25,0,0,178,178,178,180,0,0,10,10,10,0,0,42,3,0,0,0,0,181,238,2,100,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,180,0,0,0,ALL
192,Not In Use,N,0,n,n,n,n,0,0,0,0,0,0,0,999,999,0,2,3,10,0,0,0,0,1,3,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$1.00,$0.00,$0.00,0,3,0,0,0,ALL
193,DCL 7 H R $1/D,R,7,y,n,n,n,0,7,7,7,2,0,7,999,999,8,3,14,7,0,0,0,0,221,223,0,0,0,0,0,0,0,0,0,225,3,0,0,0,0,224,0,0,10,$1.00,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,0,223,0,0,0,ALL
194,Not In Use,R,14,y,n,n,n,0,14,14,14,999,0,14,999,999,8,2,7,14,0,0,0,0,2,4,0,0,0,0,10,10,10,0,0,42,3,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$1.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
195,Not In Use,R,30,y,n,n,n,0,30,30,30,999,0,30,999,999,8,2,7,21,0,0,0,0,2,4,0,0,0,0,10,10,10,0,0,42,3,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$1.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
196,DCL 7 NH NR $10/d,R,7,n,n,n,n,0,0,0,0,0,0,7,999,999,8,3,7,7,7,0,0,0,221,222,223,0,0,0,0,0,0,0,0,225,3,0,0,0,0,224,0,0,5,$10.00,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,0,223,0,0,0,ALL
197,Not In Use,R,1,n,n,n,n,0,0,0,0,0,0,1,999,999,0,2,1,7,0,0,0,0,1,3,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,900,$0.05,0,$0.00,n,$0.00,$0.00,$1.00,$0.00,$0.00,0,3,0,0,0,ALL
198,tel 21d $2 holds,R,21,y,n,n,n,0,21,21,21,1,1,21,999,999,8,4,14,7,14,25,0,0,178,178,179,180,0,0,10,10,10,10,0,42,3,0,0,0,0,181,238,2,50,$0.00,0,$0.00,n,$0.00,$0.00,$1.00,$0.00,$0.00,12,180,0,0,0,ALL
199,asd 1d no fine,R,1,n,n,n,n,0,1,1,1,2,0,1,999,999,0,3,3,10,4,0,0,0,2,2,4,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$35.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
200,asd 5d no fine,R,5,n,n,n,n,0,5,5,0,1,0,5,999,999,0,3,3,10,4,0,0,0,2,2,4,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
201,asc 7d no fine,R,7,n,n,n,n,0,7,7,7,999,0,7,999,999,0,3,7,14,7,0,0,0,2,2,4,0,0,0,10,10,10,0,0,169,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
202,asd 14d no fine,R,14,n,n,n,n,0,14,14,14,2,0,21,999,999,0,3,7,14,7,0,0,0,2,2,4,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$35.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
203,asd 30d no fine,R,30,n,n,n,n,0,15,14,0,1,0,30,999,999,0,3,7,14,7,0,0,0,2,2,4,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$50.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
204,asd semester,A,22,n,n,n,n,0,90,336,0,1,0,90,999,999,0,3,7,30,30,0,0,0,2,2,4,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$35.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
205,Not In Use,R,60,n,n,n,n,0,30,30,30,999,0,60,999,999,0,3,7,30,30,0,0,0,2,2,4,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$20.00,$0.00,$0.00,$0.00,$0.00,0,4,0,0,0,ALL
206,Not In Use,R,21,y,n,n,n,0,0,0,0,0,0,21,999,999,8,4,7,7,7,7,0,0,47,47,76,48,0,0,10,10,10,0,0,170,3,0,0,0,0,101,100,3,20,$0.25,0,$0.00,n,$0.00,$5.00,$5.00,$0.00,$0.00,0,48,0,0,0,ALL
207,Not In Use,R,180,y,n,n,n,0,180,180,180,999,0,180,999,999,8,1,10,0,0,0,0,0,1,0,0,0,0,0,10,10,10,0,0,170,3,0,0,0,0,101,100,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$5.00,$0.00,$0.00,0,48,0,0,0,ALL
208,Not In Use,N,0,n,n,n,n,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,67,3,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,71,0,0,0,ALL
209,ssc 7d no fine,R,7,n,y,n,n,0,7,7,0,1,0,7,999,999,8,3,7,7,14,0,0,0,214,214,214,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$0.00,$0.00,$0.00,0,214,0,0,0,ALL
210,gun 42d no fine,R,42,y,n,n,n,0,43,42,42,999,0,42,999,999,8,3,3,10,14,0,0,0,81,81,84,0,0,0,10,10,10,0,0,83,3,0,0,0,0,82,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,84,0,0,0,ALL
211,mp 28d N$,R,28,y,n,n,n,0,29,28,28,2,2,28,999,999,8,3,7,7,16,0,0,0,205,206,207,0,0,0,10,10,10,0,0,72,2,0,0,0,10,61,183,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,12,207,4,0,0,ALL
212,mvs 14d .10 f 1d gra,R,14,y,n,n,n,0,15,14,14,4,2,14,999,999,14,4,5,10,15,1,0,0,188,188,3,3,0,0,10,10,10,10,10,57,2,0,0,0,10,5,8,1,100,$0.10,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,12,3,3,0,0,ALL
213,mvs 1d .10 f 1d gr,R,1,n,n,n,n,0,0,0,0,0,0,1,999,999,1,4,5,10,15,1,0,0,186,186,3,3,0,0,10,10,10,10,10,57,2,0,0,0,10,5,8,1,100,$0.10,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,12,3,3,0,0,ALL
214,mvs 14d .10 f 3d gr,R,14,y,n,n,n,0,15,14,0,1,1,14,999,999,14,4,5,10,15,1,0,0,188,188,3,3,0,0,10,10,10,10,10,57,2,0,0,0,10,5,8,3,100,$0.10,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,12,3,3,0,0,ALL
215,Not In Use,R,1,n,n,n,n,0,0,0,0,0,0,1,999,999,1,4,5,10,15,1,0,0,1,1,3,3,0,0,10,10,10,10,10,0,0,0,0,0,10,5,8,3,100,$0.10,0,$0.00,n,$0.00,$0.00,$5.00,$0.00,$0.00,12,3,3,0,0,ALL
216,mvs 14d .10 f 5d gr,R,14,y,n,n,n,0,15,14,14,3,2,14,999,999,14,4,5,10,15,1,0,0,186,186,3,3,0,0,10,10,10,10,10,57,2,0,0,0,10,5,8,5,100,$0.10,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,12,3,3,0,0,ALL
217,Not In Use,R,1,n,n,n,n,0,0,0,0,0,0,1,999,999,1,4,5,10,15,1,0,0,1,1,3,3,0,0,10,10,10,10,10,0,0,0,0,0,10,5,8,5,100,$0.10,0,$0.00,n,$0.00,$0.00,$5.00,$0.00,$0.00,12,3,3,0,0,ALL
218,ev 21d .10f 1 r,R,21,y,n,n,n,0,21,21,0,1,1,21,999,999,8,3,7,14,24,7,0,0,52,52,53,0,0,0,11,11,11,11,0,79,3,0,0,0,11,85,100,3,30,$0.10,0,$0.00,n,$25.00,$0.00,$5.00,$0.00,$0.00,12,53,4,0,0,ALL
219,Not In Use,R,14,y,n,n,n,0,15,14,14,2,0,14,999,999,8,4,14,7,14,25,0,0,1,1,1,3,0,0,10,10,10,10,0,42,3,0,0,0,0,6,0,5,100,$0.10,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,3,0,0,0,ALL
220,mp 42d N$,R,42,y,n,n,n,0,42,42,42,2,2,42,999,999,8,3,7,7,16,0,0,0,205,206,207,0,0,0,10,10,10,0,0,72,2,0,0,0,0,61,183,5,50,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,12,207,3,0,0,ALL
221,tel 14d no fine w/ r,R,14,y,n,n,n,0,15,0,0,0,0,14,999,0,8,4,14,7,14,25,0,0,178,178,179,180,0,0,0,0,0,0,0,42,3,0,0,0,10,181,238,2,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,180,0,0,0,ALL
222,gcp 21d N$ NH,R,21,n,n,n,n,0,22,0,0,0,0,21,999,999,8,3,14,31,15,0,0,0,70,80,71,0,0,0,10,10,10,0,0,67,3,0,0,0,10,112,8,0,0,$0.00,0,$0.00,n,$30.00,$0.00,$0.00,$0.00,$0.00,12,71,3,0,0,ALL
223,DCL Quarantine,R,21,y,n,n,n,0,21,21,21,2,0,21,999,999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0.00,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,0,0,0,0,0,ALL
224,Not In Use,R,3,y,n,n,n,0,0,0,0,0,0,3,999,999,8,2,7,23,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,1,12,$0.25,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,0,13,0,0,0,ALL
225,Not In Use,R,3,y,n,n,n,0,0,0,0,0,0,3,999,999,8,2,7,23,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,1,30,$0.10,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,0,13,0,0,0,ALL
226,Not In Use,R,3,y,n,n,n,0,0,0,0,0,0,3,999,999,8,2,7,23,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,0,$0.00,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,0,13,0,0,0,ALL
227,grc non circ,N,0,n,n,n,n,0,0,0,0,0,0,0,0,0,0,2,7,14,0,0,0,0,35,29,0,0,0,0,10,10,10,0,0,69,3,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
228,grc 3wk N$,R,21,y,n,n,n,0,22,21,21,2,0,21,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
229,grc 3wk N$,R,21,y,n,n,n,0,22,21,21,2,0,21,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
230,grc 1wk N$,R,7,y,n,n,n,0,8,7,7,2,0,7,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
231,grc 1wk N$,R,7,y,n,n,n,0,8,7,7,2,0,7,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
232,grc 1wk N$,R,7,y,n,n,n,0,8,7,7,2,0,7,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$10.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
233,grc 1wk N$,R,7,y,n,n,n,0,8,7,7,2,0,7,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,0,33,34,0,0,$0.00,0,$0.00,n,$10.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
234,grc 1day N$,R,1,y,n,n,n,0,0,0,0,0,0,1,0,0,8,2,1,1,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,0,0,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
235,grc 1day N$,R,1,y,n,n,n,0,1,1,1,1,0,1,0,0,8,2,1,1,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,0,0,0,0,0,10,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
236,grc ILL 28d N$,R,28,n,n,n,n,0,29,0,0,0,0,28,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,12,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
237,grc ILL 28d N$,R,28,y,n,n,n,0,29,0,0,0,0,28,0,0,8,2,7,14,0,0,0,0,35,36,0,0,0,0,10,10,10,0,0,69,3,0,0,0,0,33,34,0,0,$0.00,0,$0.00,n,$25.00,$5.00,$0.00,$0.00,$0.00,12,187,3,0,0,ALL
238,grc 28day N$,R,28,n,n,n,n,0,29,28,28,1,0,28,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,0,0,0,33,34,0,0,$0.00,0,$0.00,n,$0.00,$5.00,$0.00,$0.00,$0.00,0,187,0,0,0,ALL
239,cmg 7d 1renew Nholds,R,7,n,n,n,n,0,3,7,0,1,0,7,999,999,8,2,5,5,0,0,0,0,174,174,0,0,0,0,11,11,10,0,0,176,0,0,0,0,0,177,0,0,0,$0.00,0,$0.00,n,$0.00,$10.00,$0.00,$0.00,$0.00,0,175,0,0,0,ALL
240,vl 7d no fines,R,7,n,n,n,n,0,0,0,0,0,0,7,999,999,8,4,7,7,7,7,0,0,47,47,76,48,0,0,10,10,10,0,0,170,3,0,0,0,10,101,100,0,0,$0.00,0,$0.00,n,$0.00,$5.00,$5.00,$0.00,$0.00,12,48,3,0,0,ALL
241,vl 21d no fine,R,21,y,n,n,n,0,22,14,14,2,0,21,999,999,8,4,7,7,7,7,0,0,47,47,76,48,0,0,10,10,10,0,0,170,3,0,0,0,10,101,100,0,0,$0.00,0,$0.00,n,$0.00,$5.00,$5.00,$0.00,$0.00,12,48,4,0,0,ALL
242,Not In Use,R,21,n,n,n,n,0,0,0,0,0,0,21,999,999,8,4,7,7,7,7,0,0,47,47,76,48,0,0,10,10,10,0,0,170,3,0,0,0,0,101,100,0,0,$0.00,0,$0.00,n,$0.00,$5.00,$5.00,$0.00,$0.00,12,48,4,0,0,ALL
243,Not In Use,N,0,n,n,n,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,ALL
244,FLC Julian,A,125,n,n,n,n,0,22,353,0,1,0,0,0,0,8,5,1,5,10,20,30,0,138,140,143,149,142,0,0,0,0,0,0,136,3,0,0,0,150,151,171,0,0,$0.00,0,$0.00,n,$25.00,$0.00,$5.00,$0.00,$0.00,0,142,0,0,0,ALL
245,Not In Use,R,7,y,n,n,n,0,4,7,0,1,0,7,999,999,8,3,14,14,14,0,0,0,15,16,88,0,0,0,10,10,10,0,0,57,3,0,0,0,0,102,0,0,500,$0.10,0,$0.00,n,$0.00,$0.00,$10.00,$0.00,$0.00,0,16,0,0,0,ALL
246,ssschools eo/yr due,A,139,n,n,n,n,0,0,0,0,0,0,0,999,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,ALL
247,prospector 21d $100,R,21,y,n,n,n,0,21,21,21,1,0,21,999,999,8,3,7,14,19,0,0,0,1,1,3,0,0,0,10,10,10,0,0,103,3,0,0,0,0,6,104,5,0,$0.00,0,$0.00,n,$100.00,$0.00,$20.00,$0.00,$0.00,1,3,0,0,0,ALL
248,prospector 7d $100,R,7,y,n,n,n,0,0,0,0,0,0,0,999,999,8,3,7,14,19,0,0,0,1,1,3,0,0,0,10,10,10,0,0,103,3,0,0,0,0,6,104,5,0,$0.00,0,$0.00,n,$100.00,$0.00,$20.00,$0.00,$0.00,1,3,0,0,0,ALL
249,prospector 7d $400,R,7,y,n,n,n,0,7,0,0,0,0,7,999,999,8,3,7,14,19,0,0,0,1,1,3,0,0,0,10,10,10,0,0,103,3,0,0,0,0,6,104,5,0,$0.00,0,$0.00,n,$375.00,$0.00,$0.00,$0.00,$0.00,1,3,0,0,0,ALL
250,Not In Use,N,0,n,n,n,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,10,10,0,0,57,3,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$90.00,$0.00,$10.00,$0.00,$0.00,0,3,0,0,0,ALL
251,ws 2 days,R,2,y,n,n,n,0,1,2,2,3,1,2,999,999,8,1,1,0,0,0,0,0,98,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,8,1,1,$10.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,98,0,0,0,ALL
252,ws 3 days,R,3,n,n,n,n,0,1,3,3,3,1,3,999,999,8,1,1,0,0,0,0,0,98,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,6,8,1,1,$10.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,98,0,0,0,ALL
253,ws 7 days,R,7,y,n,n,n,0,4,7,7,3,1,7,999,999,8,2,1,6,0,0,0,0,89,90,0,0,0,0,10,10,10,0,0,57,3,0,0,0,0,6,8,7,1,$10.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,0,90,0,0,0,ALL
254,Not In Use,R,21,y,n,n,n,0,7,21,21,3,0,21,999,999,8,4,14,14,14,14,0,0,44,45,46,60,0,0,10,10,10,0,0,57,3,0,0,0,0,6,8,30,30,$0.34,0,$0.00,n,$90.00,$0.00,$10.00,$0.00,$0.00,0,14,0,0,0,ALL
255,Not In Use,R,90,y,n,n,n,0,60,90,90,3,0,90,999,999,8,4,14,14,14,14,0,0,44,45,46,60,0,0,10,10,10,0,0,57,3,0,0,0,0,6,8,30,30,$0.34,0,$0.00,n,$90.00,$0.00,$10.00,$0.00,$0.00,0,14,0,0,0,ALL
256,prospt inst 21d,R,21,y,n,n,n,0,7,0,0,1,0,21,0,0,8,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,$0.00,0,$0.00,n,$0.00,$0.00,$0.00,$0.00,$0.00,1,3,0,0,0,ALL
